product_id,roll_number,shaft_height,shaft_radius
LOAD_SHAFT_1756468384371_56_P9VRI0,LOAD_ROLL_1756468384371_56,22.61,22.48
LOAD_SHAFT_1756468384371_98_PJ07M6,LOAD_ROLL_1756468384371_98,16.42,5.02
LOAD_SHAFT_1756468384371_62_KB8GQ2,LOAD_ROLL_1756468384371_62,30.45,16.72
LOAD_SHAFT_1756468384371_75_6JZZMX,LOAD_ROLL_1756468384371_75,20.63,8.7
LOAD_SHAFT_1756468384371_90_X3HDXG,LOAD_ROLL_1756468384371_90,40.5,17.01
LOAD_SHAFT_1756468384371_74_AQI5ZE,LOAD_ROLL_1756468384371_74,31.69,21.74
LOAD_SHAFT_1756468384371_100_JRPJGU,LOAD_ROLL_1756468384371_100,13.86,10.56
LOAD_SHAFT_1756468384371_104_6DPDM5,LOAD_ROLL_1756468384371_104,38.86,8.64
LOAD_SHAFT_1756468384371_95_TMN260,LOAD_ROLL_1756468384371_95,20.57,21.79
LOAD_SHAFT_1756468384371_84_O4EDQ0,LOAD_ROLL_1756468384371_84,41.2,9.42
LOAD_SHAFT_1756468384371_89_G7X9XC,LOAD_ROLL_1756468384371_89,38.83,8.9
LOAD_SHAFT_1756468384371_99_TFQO9P,LOAD_ROLL_1756468384371_99,43.49,13.06
LOAD_SHAFT_1756468384371_103_RNKLZR,LOAD_ROLL_1756468384371_103,48.75,16.0
LOAD_SHAFT_1756468384371_107_HUGOKG,LOAD_ROLL_1756468384371_107,27.4,9.7
LOAD_SHAFT_1756468384371_113_H53PP6,LOAD_ROLL_1756468384371_113,46.87,19.88
LOAD_SHAFT_1756468384371_111_Q4NZ6W,LOAD_ROLL_1756468384371_111,18.54,17.6
LOAD_SHAFT_1756468384371_116_5STHJZ,LOAD_ROLL_1756468384371_116,12.6,22.45
LOAD_SHAFT_1756468384371_132_XP5Z6Y,LOAD_ROLL_1756468384371_132,16.6,24.62
LOAD_SHAFT_1756468384371_134_2RUH6R,LOAD_ROLL_1756468384371_134,33.1,24.37
LOAD_SHAFT_1756468384371_119_HGCFVE,LOAD_ROLL_1756468384371_119,20.58,12.86
LOAD_SHAFT_1756468384371_142_TM78PX,LOAD_ROLL_1756468384371_142,36.21,16.06
LOAD_SHAFT_1756468384371_165_JZOTMS,LOAD_ROLL_1756468384371_165,23.45,22.17
LOAD_SHAFT_1756468384371_114_75B91P,LOAD_ROLL_1756468384371_114,36.93,24.21
LOAD_SHAFT_1756468384371_169_YF3MJU,LOAD_ROLL_1756468384371_169,18.23,15.23
LOAD_SHAFT_1756468384371_122_X7FZDJ,LOAD_ROLL_1756468384371_122,49.83,18.2
LOAD_SHAFT_1756468384371_124_U99UML,LOAD_ROLL_1756468384371_124,10.73,18.27
LOAD_SHAFT_1756468384371_128_BV8S1K,LOAD_ROLL_1756468384371_128,27.52,15.86
LOAD_SHAFT_1756468384371_126_58T32L,LOAD_ROLL_1756468384371_126,47.04,15.95
LOAD_SHAFT_1756468384371_130_RS652E,LOAD_ROLL_1756468384371_130,48.86,13.9
LOAD_SHAFT_1756468384371_125_KABLWJ,LOAD_ROLL_1756468384371_125,38.61,16.05
LOAD_SHAFT_1756468384371_139_3FL44D,LOAD_ROLL_1756468384371_139,34.06,9.29
LOAD_SHAFT_1756468384371_146_ABKYFW,LOAD_ROLL_1756468384371_146,36.03,18.32
LOAD_SHAFT_1756468384371_145_NMJP19,LOAD_ROLL_1756468384371_145,37.16,19.76
LOAD_SHAFT_1756468384371_140_V8VGQT,LOAD_ROLL_1756468384371_140,15.3,12.34
LOAD_SHAFT_1756468384371_155_VSJZ5A,LOAD_ROLL_1756468384371_155,31.2,21.1
LOAD_SHAFT_1756468384371_156_CSOAKY,LOAD_ROLL_1756468384371_156,33.3,21.44
LOAD_SHAFT_1756468384371_141_PTTPJ3,LOAD_ROLL_1756468384371_141,32.13,18.38
LOAD_SHAFT_1756468384371_150_4UQ3DS,LOAD_ROLL_1756468384371_150,37.31,24.32
LOAD_SHAFT_1756468384371_144_N843EJ,LOAD_ROLL_1756468384371_144,45.51,7.66
LOAD_SHAFT_1756468384371_198_ZR5NF9,LOAD_ROLL_1756468384371_198,38.14,14.08
LOAD_SHAFT_1756468384371_163_4Y4VYP,LOAD_ROLL_1756468384371_163,28.69,15.85
LOAD_SHAFT_1756468384371_166_J0OH4O,LOAD_ROLL_1756468384371_166,49.42,20.85
LOAD_SHAFT_1756468384371_168_9EV3D0,LOAD_ROLL_1756468384371_168,43.29,22.1
LOAD_SHAFT_1756468384371_180_YN3CV1,LOAD_ROLL_1756468384371_180,15.03,22.91
LOAD_SHAFT_1756468384371_183_2ORX8X,LOAD_ROLL_1756468384371_183,38.27,23.24
LOAD_SHAFT_1756468384371_185_1OZSQV,LOAD_ROLL_1756468384371_185,31.78,23.41
LOAD_SHAFT_1756468384371_174_O2HWKS,LOAD_ROLL_1756468384371_174,11.41,19.14
LOAD_SHAFT_1756468384371_194_52DGT5,LOAD_ROLL_1756468384371_194,12.95,10.27
LOAD_SHAFT_1756468384371_191_5U63MI,LOAD_ROLL_1756468384371_191,27.36,5.03
LOAD_SHAFT_1756468384371_188_XMBEOZ,LOAD_ROLL_1756468384371_188,32.74,6.0
LOAD_SHAFT_1756468389960_16_4GBY14,LOAD_ROLL_1756468389960_16,47.41,20.81
LOAD_SHAFT_1756468389960_15_V3DG1N,LOAD_ROLL_1756468389960_15,47.47,19.43
LOAD_SHAFT_1756468389960_6_QJINHD,LOAD_ROLL_1756468389960_6,12.56,19.4
LOAD_SHAFT_1756468389960_17_U8JUXI,LOAD_ROLL_1756468389960_17,42.12,16.64
LOAD_SHAFT_1756468389960_12_PWGF5E,LOAD_ROLL_1756468389960_12,23.56,21.93
LOAD_SHAFT_1756468389960_19_0996JK,LOAD_ROLL_1756468389960_19,38.84,13.7
LOAD_SHAFT_1756468389960_3_LFA0RL,LOAD_ROLL_1756468389960_3,44.18,5.58
LOAD_SHAFT_1756468389960_8_ND3A20,LOAD_ROLL_1756468389960_8,18.05,7.38
LOAD_SHAFT_1756468389960_1_LDRA3U,LOAD_ROLL_1756468389960_1,46.87,14.06
LOAD_SHAFT_1756468390522_20_DK8BCB,LOAD_ROLL_1756468390522_20,27.9,7.94
LOAD_SHAFT_1756468390522_23_YBX33U,LOAD_ROLL_1756468390522_23,40.64,17.41
LOAD_SHAFT_1756468390522_26_YDZRE5,LOAD_ROLL_1756468390522_26,26.54,21.74
LOAD_SHAFT_1756468390522_27_L8EKGB,LOAD_ROLL_1756468390522_27,32.02,24.88
LOAD_SHAFT_1756468390522_38_FL8TYN,LOAD_ROLL_1756468390522_38,35.79,17.96
LOAD_SHAFT_1756468390522_35_XZ1GH6,LOAD_ROLL_1756468390522_35,30.03,9.84
LOAD_SHAFT_1756468391067_58_Q5YNFH,LOAD_ROLL_1756468391067_58,45.75,17.84
LOAD_SHAFT_1756468391067_42_D1Y2QK,LOAD_ROLL_1756468391067_42,42.31,22.89
LOAD_SHAFT_1756468391067_47_PVP26K,LOAD_ROLL_1756468391067_47,20.84,13.25
LOAD_SHAFT_1756468391067_44_Q337Q7,LOAD_ROLL_1756468391067_44,32.86,22.0
LOAD_SHAFT_1756468391067_55_YQWS02,LOAD_ROLL_1756468391067_55,12.31,7.22
LOAD_SHAFT_1756468391067_54_DZ3PR1,LOAD_ROLL_1756468391067_54,21.84,16.96
LOAD_SHAFT_1756468391067_53_FQ7NIC,LOAD_ROLL_1756468391067_53,16.78,24.26
LOAD_SHAFT_1756468391067_56_6HEWF6,LOAD_ROLL_1756468391067_56,21.06,6.36
LOAD_SHAFT_1756468391067_52_5DT3PM,LOAD_ROLL_1756468391067_52,25.62,14.43
LOAD_SHAFT_1756468391630_70_507HH3,LOAD_ROLL_1756468391630_70,13.21,16.22
LOAD_SHAFT_1756468391630_72_ZGZD2F,LOAD_ROLL_1756468391630_72,15.91,16.91
LOAD_SHAFT_1756468391630_63_1ICLHZ,LOAD_ROLL_1756468391630_63,14.16,5.41
LOAD_SHAFT_1756468391630_64_X80WP3,LOAD_ROLL_1756468391630_64,30.91,18.57
LOAD_SHAFT_1756468391630_76_REN9KI,LOAD_ROLL_1756468391630_76,26.85,22.15
LOAD_SHAFT_1756468391630_74_QVQ88P,LOAD_ROLL_1756468391630_74,45.34,12.58
LOAD_SHAFT_1756468391630_73_TI1C5M,LOAD_ROLL_1756468391630_73,36.71,23.55
LOAD_SHAFT_1756468391630_75_KZMZSY,LOAD_ROLL_1756468391630_75,33.94,5.73
LOAD_SHAFT_1756468391630_69_YMFMDU,LOAD_ROLL_1756468391630_69,38.83,21.16
LOAD_SHAFT_1756468391630_60_CMK747,LOAD_ROLL_1756468391630_60,49.76,21.93
LOAD_SHAFT_1756468391630_78_6S435O,LOAD_ROLL_1756468391630_78,31.6,5.12
LOAD_SHAFT_1756468392186_91_8SN8H7,LOAD_ROLL_1756468392186_91,36.85,6.3
LOAD_SHAFT_1756468392186_92_LUUQEL,LOAD_ROLL_1756468392186_92,11.03,12.83
LOAD_SHAFT_1756468392186_81_PK38UK,LOAD_ROLL_1756468392186_81,22.12,17.56
LOAD_SHAFT_1756468392186_84_HRRTES,LOAD_ROLL_1756468392186_84,11.39,24.24
LOAD_SHAFT_1756468392186_83_5BNTQP,LOAD_ROLL_1756468392186_83,27.39,17.56
LOAD_SHAFT_1756468392186_95_RYENC3,LOAD_ROLL_1756468392186_95,45.73,9.94
LOAD_SHAFT_1756468392186_99_SE0SFK,LOAD_ROLL_1756468392186_99,10.4,10.23
LOAD_SHAFT_1756468392186_97_8SJ0MG,LOAD_ROLL_1756468392186_97,46.02,23.21
LOAD_SHAFT_1756468392186_90_TOIPHG,LOAD_ROLL_1756468392186_90,30.64,9.82
LOAD_SHAFT_1756468392733_114_ZFJ5XG,LOAD_ROLL_1756468392733_114,25.19,23.45
LOAD_SHAFT_1756468392733_111_XWSK8P,LOAD_ROLL_1756468392733_111,22.45,5.34
LOAD_SHAFT_1756468392733_112_NN376L,LOAD_ROLL_1756468392733_112,42.05,11.74
LOAD_SHAFT_1756468392733_116_UWD4IL,LOAD_ROLL_1756468392733_116,16.65,17.42
LOAD_SHAFT_1756468392733_103_YDTAXJ,LOAD_ROLL_1756468392733_103,49.16,5.15
LOAD_SHAFT_1756468392733_102_O3PLM5,LOAD_ROLL_1756468392733_102,32.75,9.67
LOAD_SHAFT_1756468392733_106_HZX65V,LOAD_ROLL_1756468392733_106,42.34,5.18
LOAD_SHAFT_1756468392733_108_UY4WVA,LOAD_ROLL_1756468392733_108,15.21,16.32
LOAD_SHAFT_1756468392733_117_XQ25N7,LOAD_ROLL_1756468392733_117,35.45,8.65
LOAD_SHAFT_1756468392733_101_J2DZ7K,LOAD_ROLL_1756468392733_101,32.55,15.15
LOAD_SHAFT_1756468392733_105_6FEGCD,LOAD_ROLL_1756468392733_105,11.32,22.07
LOAD_SHAFT_1756468393291_139_RPVU2T,LOAD_ROLL_1756468393291_139,15.66,12.36
LOAD_SHAFT_1756468393291_137_P5HOY9,LOAD_ROLL_1756468393291_137,23.11,13.05
LOAD_SHAFT_1756468393291_135_L9W331,LOAD_ROLL_1756468393291_135,31.09,7.06
LOAD_SHAFT_1756468393291_136_3W55HG,LOAD_ROLL_1756468393291_136,48.32,11.41
LOAD_SHAFT_1756468393291_120_MVKS5E,LOAD_ROLL_1756468393291_120,41.53,5.22
LOAD_SHAFT_1756468393291_130_WCYW04,LOAD_ROLL_1756468393291_130,23.74,15.58
LOAD_SHAFT_1756468393291_134_MRZST2,LOAD_ROLL_1756468393291_134,42.46,23.02
LOAD_SHAFT_1756468393291_122_C8MW0D,LOAD_ROLL_1756468393291_122,25.85,8.65
LOAD_SHAFT_1756468393291_138_YOBF7J,LOAD_ROLL_1756468393291_138,40.58,17.33
LOAD_SHAFT_1756468393291_126_Y8YA8A,LOAD_ROLL_1756468393291_126,22.86,16.98
LOAD_SHAFT_1756468393291_123_SEM14A,LOAD_ROLL_1756468393291_123,39.72,23.92
LOAD_SHAFT_1756468393850_158_85VL7L,LOAD_ROLL_1756468393850_158,11.59,12.28
LOAD_SHAFT_1756468393850_140_5VG092,LOAD_ROLL_1756468393850_140,32.19,22.3
LOAD_SHAFT_1756468393850_150_F8KA2J,LOAD_ROLL_1756468393850_150,44.12,20.59
LOAD_SHAFT_1756468393850_156_8R3DPW,LOAD_ROLL_1756468393850_156,23.44,8.71
LOAD_SHAFT_1756468393850_151_QTSXY1,LOAD_ROLL_1756468393850_151,36.33,20.4
LOAD_SHAFT_1756468393850_143_J3XB0B,LOAD_ROLL_1756468393850_143,33.72,15.77
LOAD_SHAFT_1756468393850_144_KAT2T7,LOAD_ROLL_1756468393850_144,26.33,18.56
LOAD_SHAFT_1756468393850_152_V67J0L,LOAD_ROLL_1756468393850_152,26.53,8.54
LOAD_SHAFT_1756468393850_154_30KK3H,LOAD_ROLL_1756468393850_154,36.49,5.11
LOAD_SHAFT_1756468393850_146_1MA4GA,LOAD_ROLL_1756468393850_146,13.82,14.79
LOAD_SHAFT_1756468393850_155_DAZ2D3,LOAD_ROLL_1756468393850_155,27.81,11.16
LOAD_SHAFT_1756468394413_162_PC9O60,LOAD_ROLL_1756468394413_162,13.7,22.38
LOAD_SHAFT_1756468394413_170_TVPG1K,LOAD_ROLL_1756468394413_170,26.03,6.49
LOAD_SHAFT_1756468394413_175_O8292A,LOAD_ROLL_1756468394413_175,28.07,20.36
LOAD_SHAFT_1756468394413_167_NVGM5I,LOAD_ROLL_1756468394413_167,43.63,24.9
LOAD_SHAFT_1756468394413_178_8TUR34,LOAD_ROLL_1756468394413_178,45.5,8.78
LOAD_SHAFT_1756468394413_177_KN6TIA,LOAD_ROLL_1756468394413_177,24.22,13.81
LOAD_SHAFT_1756468394413_179_YXT2PJ,LOAD_ROLL_1756468394413_179,41.02,12.62
LOAD_SHAFT_1756468394413_165_DBEOTT,LOAD_ROLL_1756468394413_165,26.02,11.37
LOAD_SHAFT_1756468394413_172_432D55,LOAD_ROLL_1756468394413_172,44.27,12.9
LOAD_SHAFT_1756468394413_168_NU22I8,LOAD_ROLL_1756468394413_168,28.82,5.46
LOAD_SHAFT_1756468394413_171_41MM7G,LOAD_ROLL_1756468394413_171,24.1,13.31
LOAD_SHAFT_1756468394413_176_Z5Q5M9,LOAD_ROLL_1756468394413_176,26.59,11.12
LOAD_SHAFT_1756468394974_180_H186HI,LOAD_ROLL_1756468394974_180,22.03,7.77
LOAD_SHAFT_1756468394974_183_J88F04,LOAD_ROLL_1756468394974_183,36.83,6.52
LOAD_SHAFT_1756468394974_198_33Z21P,LOAD_ROLL_1756468394974_198,16.7,20.68
LOAD_SHAFT_1756468394974_185_JIQVRK,LOAD_ROLL_1756468394974_185,48.2,15.18
LOAD_SHAFT_1756468394974_187_COGFO2,LOAD_ROLL_1756468394974_187,30.71,24.36
LOAD_SHAFT_1756468394974_195_M0Z3KA,LOAD_ROLL_1756468394974_195,27.03,10.24
LOAD_SHAFT_1756468394974_199_SLNVX3,LOAD_ROLL_1756468394974_199,47.08,11.93
LOAD_SHAFT_1756468394974_181_8CDTQM,LOAD_ROLL_1756468394974_181,19.84,19.28
LOAD_SHAFT_1756468394974_197_JV4BIE,LOAD_ROLL_1756468394974_197,49.79,18.77
LOAD_SHAFT_1756468394974_194_RNGL6K,LOAD_ROLL_1756468394974_194,15.47,11.88
LOAD_SHAFT_1756468394974_189_D4ZWRJ,LOAD_ROLL_1756468394974_189,47.24,10.07
LOAD_SHAFT_1756468394974_184_JR3KAL,LOAD_ROLL_1756468394974_184,49.36,17.18
LOAD_SHAFT_1756468395530_205_OS3WL0,LOAD_ROLL_1756468395530_205,13.78,14.57
LOAD_SHAFT_1756468395530_216_XRWEOP,LOAD_ROLL_1756468395530_216,33.27,22.84
LOAD_SHAFT_1756468395530_219_PE3LEE,LOAD_ROLL_1756468395530_219,40.52,18.54
LOAD_SHAFT_1756468395530_207_Q910XG,LOAD_ROLL_1756468395530_207,20.33,12.81
LOAD_SHAFT_1756468395530_211_DDGD90,LOAD_ROLL_1756468395530_211,36.5,15.3
LOAD_SHAFT_1756468395530_214_LFUGR3,LOAD_ROLL_1756468395530_214,28.84,7.63
LOAD_SHAFT_1756468395530_218_RLFZW9,LOAD_ROLL_1756468395530_218,23.59,18.79
LOAD_SHAFT_1756468395530_203_9RQHJ0,LOAD_ROLL_1756468395530_203,26.87,22.03
LOAD_SHAFT_1756468395530_209_NZYFVT,LOAD_ROLL_1756468395530_209,24.53,10.47
LOAD_SHAFT_1756468395530_204_7D77I3,LOAD_ROLL_1756468395530_204,30.21,7.26
LOAD_SHAFT_1756468396090_227_QPPN9L,LOAD_ROLL_1756468396090_227,17.16,21.8
LOAD_SHAFT_1756468396090_220_3A4V6A,LOAD_ROLL_1756468396090_220,17.04,17.37
LOAD_SHAFT_1756468396090_232_Z4W4DT,LOAD_ROLL_1756468396090_232,10.66,9.86
LOAD_SHAFT_1756468396090_238_6XGZ4H,LOAD_ROLL_1756468396090_238,23.9,14.08
LOAD_SHAFT_1756468396090_228_L2WR1P,LOAD_ROLL_1756468396090_228,21.98,21.88
LOAD_SHAFT_1756468396090_221_UVVLFH,LOAD_ROLL_1756468396090_221,13.15,12.45
LOAD_SHAFT_1756468396090_225_0SQCMY,LOAD_ROLL_1756468396090_225,46.5,11.49
LOAD_SHAFT_1756468396090_224_NG63LC,LOAD_ROLL_1756468396090_224,19.61,10.21
LOAD_SHAFT_1756468396090_237_G69I07,LOAD_ROLL_1756468396090_237,47.04,18.16
LOAD_SHAFT_1756468396090_235_6CQBGK,LOAD_ROLL_1756468396090_235,29.05,10.44
LOAD_SHAFT_1756468396640_240_X059QG,LOAD_ROLL_1756468396640_240,26.84,14.42
LOAD_SHAFT_1756468396640_249_Q9U9BV,LOAD_ROLL_1756468396640_249,25.65,9.69
LOAD_SHAFT_1756468396640_241_MB06W8,LOAD_ROLL_1756468396640_241,16.01,22.32
LOAD_SHAFT_1756468396640_243_RZDKCS,LOAD_ROLL_1756468396640_243,25.28,23.16
LOAD_SHAFT_1756468396640_259_EMD0RN,LOAD_ROLL_1756468396640_259,45.13,7.74
LOAD_SHAFT_1756468396640_253_QYT2TS,LOAD_ROLL_1756468396640_253,40.7,22.43
LOAD_SHAFT_1756468396640_242_D4TZFW,LOAD_ROLL_1756468396640_242,44.92,22.47
LOAD_SHAFT_1756468396640_250_P55PO9,LOAD_ROLL_1756468396640_250,33.34,15.04
LOAD_SHAFT_1756468396640_251_COZIZO,LOAD_ROLL_1756468396640_251,42.65,20.09
LOAD_SHAFT_1756468396640_258_ABIFFM,LOAD_ROLL_1756468396640_258,36.79,5.84
LOAD_SHAFT_1756468397201_272_5CEZ8N,LOAD_ROLL_1756468397201_272,19.54,7.96
LOAD_SHAFT_1756468397201_262_MYJBGM,LOAD_ROLL_1756468397201_262,21.64,10.58
LOAD_SHAFT_1756468397201_260_UOZNVE,LOAD_ROLL_1756468397201_260,34.37,9.73
LOAD_SHAFT_1756468397201_278_8PCBRM,LOAD_ROLL_1756468397201_278,21.63,22.5
LOAD_SHAFT_1756468397201_267_Z2WDO7,LOAD_ROLL_1756468397201_267,14.83,7.07
LOAD_SHAFT_1756468397201_274_UFGGZG,LOAD_ROLL_1756468397201_274,49.74,15.95
LOAD_SHAFT_1756468397201_263_742379,LOAD_ROLL_1756468397201_263,27.55,5.38
LOAD_SHAFT_1756468397201_276_XRXD02,LOAD_ROLL_1756468397201_276,43.07,23.63
LOAD_SHAFT_1756468397201_268_VQSWJJ,LOAD_ROLL_1756468397201_268,45.42,15.86
LOAD_SHAFT_1756468397201_279_QUYWV4,LOAD_ROLL_1756468397201_279,18.77,15.45
LOAD_SHAFT_1756468397760_283_DJKJ5V,LOAD_ROLL_1756468397760_283,48.19,17.77
LOAD_SHAFT_1756468397760_295_8TGXQU,LOAD_ROLL_1756468397760_295,32.02,22.04
LOAD_SHAFT_1756468397760_296_J041U2,LOAD_ROLL_1756468397760_296,22.81,8.29
LOAD_SHAFT_1756468397760_288_YAD6C0,LOAD_ROLL_1756468397760_288,21.67,19.17
LOAD_SHAFT_1756468397760_280_HCCAQM,LOAD_ROLL_1756468397760_280,49.83,17.27
LOAD_SHAFT_1756468397760_281_KMQC2C,LOAD_ROLL_1756468397760_281,21.66,9.26
LOAD_SHAFT_1756468397760_285_W0TFFI,LOAD_ROLL_1756468397760_285,32.15,16.66
LOAD_SHAFT_1756468397760_292_4OF70A,LOAD_ROLL_1756468397760_292,15.22,14.1
LOAD_SHAFT_1756468397760_297_VDWGFR,LOAD_ROLL_1756468397760_297,13.73,14.68
LOAD_SHAFT_1756468397760_290_QU4OLF,LOAD_ROLL_1756468397760_290,48.29,24.07
LOAD_SHAFT_1756468398322_315_CT0QXP,LOAD_ROLL_1756468398322_315,15.8,19.25
LOAD_SHAFT_1756468398322_313_PP4F1D,LOAD_ROLL_1756468398322_313,41.05,12.87
LOAD_SHAFT_1756468398322_304_VORCGZ,LOAD_ROLL_1756468398322_304,31.91,9.21
LOAD_SHAFT_1756468398322_302_9EMDZX,LOAD_ROLL_1756468398322_302,26.66,9.26
LOAD_SHAFT_1756468398322_316_FAZ1A3,LOAD_ROLL_1756468398322_316,47.67,17.71
LOAD_SHAFT_1756468398322_300_LNIOP3,LOAD_ROLL_1756468398322_300,23.01,5.73
LOAD_SHAFT_1756468398322_311_VAWX88,LOAD_ROLL_1756468398322_311,38.44,19.36
LOAD_SHAFT_1756468398322_317_L8HQ06,LOAD_ROLL_1756468398322_317,26.42,9.27
LOAD_SHAFT_1756468398322_301_TTA5N1,LOAD_ROLL_1756468398322_301,31.25,9.71
LOAD_SHAFT_1756468398322_308_TC702N,LOAD_ROLL_1756468398322_308,37.73,15.15
LOAD_SHAFT_1756468398322_305_C8TY38,LOAD_ROLL_1756468398322_305,35.93,24.06
LOAD_SHAFT_1756468398322_319_RHSPGI,LOAD_ROLL_1756468398322_319,38.89,11.47
LOAD_SHAFT_1756468398322_307_3Q4ENK,LOAD_ROLL_1756468398322_307,45.83,5.2
LOAD_SHAFT_1756468398903_334_5XGP8E,LOAD_ROLL_1756468398903_334,10.68,7.47
LOAD_SHAFT_1756468398903_322_8M5RWR,LOAD_ROLL_1756468398903_322,32.97,8.53
LOAD_SHAFT_1756468398903_337_FYCHYK,LOAD_ROLL_1756468398903_337,26.77,21.86
LOAD_SHAFT_1756468398903_321_Q7RA6J,LOAD_ROLL_1756468398903_321,42.89,21.03
LOAD_SHAFT_1756468398903_332_9Z5FJM,LOAD_ROLL_1756468398903_332,37.61,11.85
LOAD_SHAFT_1756468398903_336_V067O0,LOAD_ROLL_1756468398903_336,21.09,18.02
LOAD_SHAFT_1756468398903_328_LF8ZUQ,LOAD_ROLL_1756468398903_328,17.44,5.53
LOAD_SHAFT_1756468398903_330_81SK4X,LOAD_ROLL_1756468398903_330,14.39,18.23
LOAD_SHAFT_1756468399450_345_LRXQEY,LOAD_ROLL_1756468399450_345,35.28,12.67
LOAD_SHAFT_1756468399450_346_0WXAN0,LOAD_ROLL_1756468399450_346,20.05,8.39
LOAD_SHAFT_1756468399450_347_977CY4,LOAD_ROLL_1756468399450_347,13.35,11.47
LOAD_SHAFT_1756468399450_349_CMH1J9,LOAD_ROLL_1756468399450_349,44.83,15.11
LOAD_SHAFT_1756468399450_341_UM7MYS,LOAD_ROLL_1756468399450_341,28.72,10.33
LOAD_SHAFT_1756468399450_344_OHC9UR,LOAD_ROLL_1756468399450_344,48.13,12.24
LOAD_SHAFT_1756468399450_356_C6V146,LOAD_ROLL_1756468399450_356,28.39,11.97
LOAD_SHAFT_1756468399450_357_CON7WH,LOAD_ROLL_1756468399450_357,47.88,6.13
LOAD_SHAFT_1756468400012_366_IYW1FB,LOAD_ROLL_1756468400012_366,21.64,6.19
LOAD_SHAFT_1756468400012_364_DX4QQN,LOAD_ROLL_1756468400012_364,33.35,9.86
LOAD_SHAFT_1756468400012_363_687S55,LOAD_ROLL_1756468400012_363,10.66,12.88
LOAD_SHAFT_1756468400012_360_22YF8O,LOAD_ROLL_1756468400012_360,31.06,11.18
LOAD_SHAFT_1756468400012_365_ET1BJL,LOAD_ROLL_1756468400012_365,44.41,23.98
LOAD_SHAFT_1756468400012_367_EVKWS1,LOAD_ROLL_1756468400012_367,14.06,9.24
LOAD_SHAFT_1756468400012_374_RR6YXT,LOAD_ROLL_1756468400012_374,29.46,5.13
LOAD_SHAFT_1756468400012_371_5LKERA,LOAD_ROLL_1756468400012_371,33.75,14.84
LOAD_SHAFT_1756468400012_361_1SZ85P,LOAD_ROLL_1756468400012_361,38.9,19.71
LOAD_SHAFT_1756468400012_368_AKN9S1,LOAD_ROLL_1756468400012_368,12.98,16.86
LOAD_SHAFT_1756468400012_362_MCQWJD,LOAD_ROLL_1756468400012_362,21.91,22.7
LOAD_SHAFT_1756468400012_370_DELEEY,LOAD_ROLL_1756468400012_370,12.99,7.48
LOAD_SHAFT_1756468400012_379_I1BKMA,LOAD_ROLL_1756468400012_379,22.63,10.44
LOAD_SHAFT_1756468400574_393_P5AJ1U,LOAD_ROLL_1756468400574_393,42.39,6.58
LOAD_SHAFT_1756468400574_396_B455C8,LOAD_ROLL_1756468400574_396,25.58,23.3
LOAD_SHAFT_1756468400574_381_U48F20,LOAD_ROLL_1756468400574_381,28.6,23.74
LOAD_SHAFT_1756468400574_388_C8LSLX,LOAD_ROLL_1756468400574_388,29.54,20.2
LOAD_SHAFT_1756468400574_386_434F6J,LOAD_ROLL_1756468400574_386,30.49,6.8
LOAD_SHAFT_1756468400574_389_YKVV66,LOAD_ROLL_1756468400574_389,34.43,14.57
LOAD_SHAFT_1756468400574_391_QVK59O,LOAD_ROLL_1756468400574_391,35.91,23.83
LOAD_SHAFT_1756468400574_380_M5WQL3,LOAD_ROLL_1756468400574_380,26.16,13.9
LOAD_SHAFT_1756468400574_390_AV6P5A,LOAD_ROLL_1756468400574_390,39.77,16.2
LOAD_SHAFT_1756468400574_387_DD4OWL,LOAD_ROLL_1756468400574_387,10.77,9.07
LOAD_SHAFT_1756468400574_382_SHIRFA,LOAD_ROLL_1756468400574_382,34.67,23.51
LOAD_SHAFT_1756468401134_407_74JACB,LOAD_ROLL_1756468401134_407,29.7,12.69
LOAD_SHAFT_1756468401134_400_JIZ8I8,LOAD_ROLL_1756468401134_400,24.09,14.39
LOAD_SHAFT_1756468401134_405_V4GDMF,LOAD_ROLL_1756468401134_405,38.32,10.45
LOAD_SHAFT_1756468401134_417_OQHSV3,LOAD_ROLL_1756468401134_417,39.26,22.23
LOAD_SHAFT_1756468401134_415_0N08U7,LOAD_ROLL_1756468401134_415,41.24,9.21
LOAD_SHAFT_1756468401134_406_Z0RME2,LOAD_ROLL_1756468401134_406,21.99,13.62
LOAD_SHAFT_1756468401134_411_42TVKT,LOAD_ROLL_1756468401134_411,40.34,15.5
LOAD_SHAFT_1756468401134_410_2LHCJ7,LOAD_ROLL_1756468401134_410,42.89,21.77
LOAD_SHAFT_1756468401134_416_6GYB2X,LOAD_ROLL_1756468401134_416,44.05,5.84
LOAD_SHAFT_1756468401134_418_UFMMBB,LOAD_ROLL_1756468401134_418,13.8,14.12
LOAD_SHAFT_1756468401134_419_LZ5XCO,LOAD_ROLL_1756468401134_419,13.49,7.43
LOAD_SHAFT_1756468401134_409_XTXPQ4,LOAD_ROLL_1756468401134_409,30.12,12.3
LOAD_SHAFT_1756468401695_429_RL749M,LOAD_ROLL_1756468401695_429,33.04,6.13
LOAD_SHAFT_1756468401695_437_CCJKNP,LOAD_ROLL_1756468401695_437,27.67,9.32
LOAD_SHAFT_1756468401695_430_HILLKB,LOAD_ROLL_1756468401695_430,25.13,10.85
LOAD_SHAFT_1756468401695_427_S486Q9,LOAD_ROLL_1756468401695_427,17.78,23.15
